street_number,street_name,city,state,country,address,bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,view,pool,commission,sale_date,price_per_sqft,sale_price
1453 W,88th ST,Los Angeles,CA,United States of America,"1453 W, 88th ST, Los Angeles, CA, United States of America",3,2,1473,98,4520,5,Y,N,2.5,45056,583.84,860000
4121,Scandia WAY,Los Angeles,CA,United States of America,"4121, Scandia WAY, Los Angeles, CA, United States of America",3,2,1697,74,6748,5,Y,N,2.5,45014,692.4,1175000
2384,Norwalk AVE,Los Angeles,CA,United States of America,"2384, Norwalk AVE, Los Angeles, CA, United States of America",3,2,930,105,3629,5,Y,N,2.5,44923,1301.08,1210000
12960,Rubens AVE,Los Angeles,CA,United States of America,"12960, Rubens AVE, Los Angeles, CA, United States of America",3,2,1847,69,5631,50,Y,N,2.5,44979,860.86,1590000
1208 W,56th ST,Los Angeles,CA,United States of America,"1208 W, 56th ST, Los Angeles, CA, United States of America",3,2,1038,100,3571,50,Y,N,2.5,44867,631.98,656000
1763 S,FAIRFAX AVE,Los Angeles,CA,United States of America,"1763 S, FAIRFAX AVE, Los Angeles, CA, United States of America",3,2,1605,82,5000,52,Y,N,2.5,44823,716.51,1150000
3013,Effie ST,Los Angeles,CA,United States of America,"3013, Effie ST, Los Angeles, CA, United States of America",3,2,1154,96,6672,54,Y,N,2.5,45064,1343.15,1550000
1655 W,110th ST,Los Angeles,CA,United States of America,"1655 W, 110th ST, Los Angeles, CA, United States of America",3,2,1404,76,5460,54,Y,N,2.5,44824,457.26,642000
6426 W,82nd ST,Los Angeles,CA,United States of America,"6426 W, 82nd ST, Los Angeles, CA, United States of America",3,2,1227,79,6117,55,Y,N,2.5,44837,1147.51,1408000
3400,GREENWOOD AVE,Los Angeles,CA,United States of America,"3400, GREENWOOD AVE, Los Angeles, CA, United States of America",3,2,2297,70,12058,55,Y,N,2.5,44854,990.42,2275000
2837,Silver ST,Los Angeles,CA,United States of America,"2837, Silver ST, Los Angeles, CA, United States of America",3,2,1434,111,5499,55,Y,N,2.5,45020,638.08,915000
8229 S,Mariposa AVE,Los Angeles,CA,United States of America,"8229 S, Mariposa AVE, Los Angeles, CA, United States of America",3,2,1254,85,5191,56,Y,N,2.5,44799,606.06,760000
3127,Deronda DR,Los Angeles,CA,United States of America,"3127, Deronda DR, Los Angeles, CA, United States of America",3,2,1678,60,8817,56,Y,N,2.5,44866,727.06,1220000
6756,MILNER ROAD,Los Angeles,CA,United States of America,"6756, MILNER ROAD, Los Angeles, CA, United States of America",3,2,1805,98,7722,57,Y,N,2.5,44855,1121.88,2025000
5413 W,76th ST,Los Angeles,CA,United States of America,"5413 W, 76th ST, Los Angeles, CA, United States of America",3,2,1741,73,5500,6,Y,N,2.5,44785,976.45,1700000
3079,Passmore DR,Los Angeles,CA,United States of America,"3079, Passmore DR, Los Angeles, CA, United States of America",3,2,1946,56,7532,6,Y,N,2.5,44914,579.65,1128000
2645,Onyx DR,Los Angeles,CA,United States of America,"2645, Onyx DR, Los Angeles, CA, United States of America",3,2,1010,94,5758,6,Y,N,2.5,44894,930.69,940000
1975,Barnett WAY,Los Angeles,CA,United States of America,"1975, Barnett WAY, Los Angeles, CA, United States of America",3,2,1209,69,4800,6,Y,N,2.5,44818,710.5,859000
2255,Highbury AVE,Los Angeles,CA,United States of America,"2255, Highbury AVE, Los Angeles, CA, United States of America",3,2,1304,85,5798,6,Y,N,2.5,44966,686.35,895000
3243,Terzilla PL,Los Angeles,CA,United States of America,"3243, Terzilla PL, Los Angeles, CA, United States of America",3,2,1880,89,5998,6,Y,N,2.5,44798,651.6,1225000
2020,Alta ST,Los Angeles,CA,United States of America,"2020, Alta ST, Los Angeles, CA, United States of America",3,2,1436,69,7381,6,Y,N,2.5,44853,787.6,1131000
733 E,74th ST,Los Angeles,CA,United States of America,"733 E, 74th ST, Los Angeles, CA, United States of America",3,2,1380,45,4947,6,Y,N,2.5,45057,485.51,670000
1920,Oak Tree DR,Los Angeles,CA,United States of America,"1920, Oak Tree DR, Los Angeles, CA, United States of America",3,2,1349,82,9870,6,Y,N,2.5,44796,979.73,1321650
1236 S,CURSON AVE,Los Angeles,CA,United States of America,"1236 S, CURSON AVE, Los Angeles, CA, United States of America",3,2,1562,98,5936,60,Y,N,2.5,44936,880.28,1375000
2817,Montecito ST,Los Angeles,CA,United States of America,"2817, Montecito ST, Los Angeles, CA, United States of America",3,2,1437,117,5979,62,Y,N,2.5,44908,567.15,815000
940 N,Bundy DR,Los Angeles,CA,United States of America,"940 N, Bundy DR, Los Angeles, CA, United States of America",3,2,2296,69,10619,63,Y,N,2.5,45072,969.08,2225000
156 S,Canyon View DR,Los Angeles,CA,United States of America,"156 S, Canyon View DR, Los Angeles, CA, United States of America",3,2,1790,76,8187,63,Y,N,2.5,45051,1586.59,2840000
129 S,Kingsley DR,Los Angeles,CA,United States of America,"129 S, Kingsley DR, Los Angeles, CA, United States of America",3,2,1783,113,7489,63,Y,N,2.5,45063,594.5,1060000
1243,Daniels DR,Los Angeles,CA,United States of America,"1243, Daniels DR, Los Angeles, CA, United States of America",3,2,1848,76,5495,63,Y,N,2.5,44992,898.27,1660000
4320,Westlawn AVE,Los Angeles,CA,United States of America,"4320, Westlawn AVE, Los Angeles, CA, United States of America",3,2,1381,73,6200,63,Y,N,2.5,44846,1230.27,1699000
1522,Mohawk ST,Los Angeles,CA,United States of America,"1522, Mohawk ST, Los Angeles, CA, United States of America",3,2,1404,112,7201,64,Y,N,2.5,45015,1093.3,1535000
8414,Kirkwood DR,Los Angeles,CA,United States of America,"8414, Kirkwood DR, Los Angeles, CA, United States of America",3,2,1204,64,3757,66,Y,N,2.5,44930,882.48,1062500
4280,Hillcrest DR,Los Angeles,CA,United States of America,"4280, Hillcrest DR, Los Angeles, CA, United States of America",3,2,2194,63,6351,66,Y,N,2.5,44838,772.56,1695000
4300,Don Arellanes DR,Los Angeles,CA,United States of America,"4300, Don Arellanes DR, Los Angeles, CA, United States of America",3,2,2289,66,9558,69,Y,N,2.5,44944,801.66,1835000
5225,Glasgow WAY,Los Angeles,CA,United States of America,"5225, Glasgow WAY, Los Angeles, CA, United States of America",3,2,1446,74,10616,7,Y,N,2.5,44811,1025.47,1482832
2302,Warwick AVE,Los Angeles,CA,United States of America,"2302, Warwick AVE, Los Angeles, CA, United States of America",3,2,1104,98,5000,7,Y,N,2.5,44840,937.5,1035000
4681,Marwood Dr DR,Los Angeles,CA,United States of America,"4681, Marwood Dr DR, Los Angeles, CA, United States of America",3,2,1365,63,7159,7,Y,N,2.5,44804,900.37,1229000
929,Oban DR,Los Angeles,CA,United States of America,"929, Oban DR, Los Angeles, CA, United States of America",3,2,1840,65,5965,7,Y,N,2.5,45009,877.17,1614000
1928,Talmadge ST,Los Angeles,CA,United States of America,"1928, Talmadge ST, Los Angeles, CA, United States of America",3,2,1231,97,5790,7,Y,N,2.5,44776,1479.29,1821000
1929,Hollyvista AVE,Los Angeles,CA,United States of America,"1929, Hollyvista AVE, Los Angeles, CA, United States of America",3,2,1641,74,3897,7,Y,N,2.5,44806,1127.36,1850000
712 E,Century BLVD,Los Angeles,CA,United States of America,"712 E, Century BLVD, Los Angeles, CA, United States of America",3,2,1040,78,5637,7,Y,N,2.5,45072,634.62,660000
2144,Panorama TER,Los Angeles,CA,United States of America,"2144, Panorama TER, Los Angeles, CA, United States of America",3,2,2037,95,5265,7,Y,N,2.5,44917,1375.55,2802000
608 S,Mansfield AVE,Los Angeles,CA,United States of America,"608 S, Mansfield AVE, Los Angeles, CA, United States of America",3,2,1827,99,6751,70,Y,N,2.5,44910,848.39,1550000
3886,Grayburn Avenue,Los Angeles,CA,United States of America,"3886, Grayburn Avenue, Los Angeles, CA, United States of America",3,2,1638,81,6110,76,Y,N,2.5,44810,610.5,1000000
1911,Bellevue AVE,Los Angeles,CA,United States of America,"1911, Bellevue AVE, Los Angeles, CA, United States of America",3,2,1011,110,5615,79,Y,N,2.5,44932,1384.77,1400000
4100,Don Diablo DR,Los Angeles,CA,United States of America,"4100, Don Diablo DR, Los Angeles, CA, United States of America",3,2,1627,70,7434,8,Y,N,2.5,44956,795.94,1295000
5832,Via Corona,Los Angeles,CA,United States of America,"5832, Via Corona, Los Angeles, CA, United States of America",3,2,1393,81,5968,8,Y,N,2.5,44776,495.33,690000
4342,PALMERO DR,Los Angeles,CA,United States of America,"4342, PALMERO DR, Los Angeles, CA, United States of America",3,2,1444,69,10109,8,Y,N,2.5,45014,1189.06,1717000
5348,Brynhurst AVE,Los Angeles,CA,United States of America,"5348, Brynhurst AVE, Los Angeles, CA, United States of America",3,2,1508,109,6994,8,Y,N,2.5,44925,647.88,977000
459 hamel S,Hamel RD,Los Angeles,CA,United States of America,"459 hamel S, Hamel RD, Los Angeles, CA, United States of America",3,2,2024,87,6505,8,Y,N,2.5,44980,854.74,1730000
2357,Hidalgo AVE,Los Angeles,CA,United States of America,"2357, Hidalgo AVE, Los Angeles, CA, United States of America",3,2,1620,76,12925,8,Y,N,2.5,45006,1064.81,1725000
4800,College View AVE,Los Angeles,CA,United States of America,"4800, College View AVE, Los Angeles, CA, United States of America",3,2,1552,71,5446,8,Y,N,2.5,45002,1192.46,1850700
2671,La Cuesta DR,Los Angeles,CA,United States of America,"2671, La Cuesta DR, Los Angeles, CA, United States of America",3,2,2263,75,13432,8,Y,N,2.5,44840,1248.34,2825000
2160,CAMORILLA DR,Los Angeles,CA,United States of America,"2160, CAMORILLA DR, Los Angeles, CA, United States of America",3,2,1758,58,5387,8,Y,N,2.5,44860,702.5,1235000
1122 N,Gage AVE,Los Angeles,CA,United States of America,"1122 N, Gage AVE, Los Angeles, CA, United States of America",3,2,1140,95,3725,8,Y,N,2.5,44960,771.93,880000
3116,Gleason AVE,Los Angeles,CA,United States of America,"3116, Gleason AVE, Los Angeles, CA, United States of America",3,2,1294,118,6113,8,Y,N,2.5,44855,606.65,785000
1809 N,Beverly Glen BLVD,Los Angeles,CA,United States of America,"1809 N, Beverly Glen BLVD, Los Angeles, CA, United States of America",3,2,1216,66,17483,80,Y,N,2.5,44950,1052.63,1280000
2453,KENILWORTH AVE,Los Angeles,CA,United States of America,"2453, KENILWORTH AVE, Los Angeles, CA, United States of America",3,2,1542,62,5872,82,Y,N,2.5,44935,1151.1,1775000
2408,Detour Drive,Los Angeles,CA,United States of America,"2408, Detour Drive, Los Angeles, CA, United States of America",3,2,1481,97,2866,82,Y,N,2.5,44974,938.56,1390000
1618 S,Beverly DR,Los Angeles,CA,United States of America,"1618 S, Beverly DR, Los Angeles, CA, United States of America",3,2,2224,73,7638,82,Y,N,2.5,44916,876.8,1950000
7707,La Salle AVE,Los Angeles,CA,United States of America,"7707, La Salle AVE, Los Angeles, CA, United States of America",3,2,1064,96,5201,83,Y,N,2.5,45072,714.29,760000
2040 N,LAS PALMAS AVE,Los Angeles,CA,United States of America,"2040 N, LAS PALMAS AVE, Los Angeles, CA, United States of America",3,2,1845,102,3945,85,Y,N,2.5,45001,569.11,1050000
2239,Brier AVE,Los Angeles,CA,United States of America,"2239, Brier AVE, Los Angeles, CA, United States of America",3,2,1263,101,7492,88,Y,N,2.5,45072,1005.54,1270000
1643 W,38th ST,Los Angeles,CA,United States of America,"1643 W, 38th ST, Los Angeles, CA, United States of America",3,2,1008,114,5402,88,Y,N,2.5,44938,709.33,715000
3448,2ND AVE,Los Angeles,CA,United States of America,"3448, 2ND AVE, Los Angeles, CA, United States of America",3,2,1598,114,5593,89,Y,N,2.5,45071,719.65,1150000
3451,Griffith Park BLVD,Los Angeles,CA,United States of America,"3451, Griffith Park BLVD, Los Angeles, CA, United States of America",3,2,1563,82,7456,9,Y,N,2.5,44802,1119.64,1750000
3022,Patricia AVE,Los Angeles,CA,United States of America,"3022, Patricia AVE, Los Angeles, CA, United States of America",3,2,1685,84,8273,9,Y,N,2.5,45061,1406.53,2370000
5106,Cimarron ST,Los Angeles,CA,United States of America,"5106, Cimarron ST, Los Angeles, CA, United States of America",3,2,1063,111,5205,9,Y,N,2.5,44873,691.91,735500
1538 S,Stanley AVE,Los Angeles,CA,United States of America,"1538 S, Stanley AVE, Los Angeles, CA, United States of America",3,2,1567,96,5399,9,Y,N,2.5,44866,1196.55,1875000
4634,PALMERO DR,Los Angeles,CA,United States of America,"4634, PALMERO DR, Los Angeles, CA, United States of America",3,2,1208,73,5200,9,Y,N,2.5,44866,1165.56,1408000
715 N,Hoover ST,Los Angeles,CA,United States of America,"715 N, Hoover ST, Los Angeles, CA, United States of America",3,2,1088,102,4205,9,Y,N,2.5,44886,1171.88,1275000
7351 W,83rd ST,Los Angeles,CA,United States of America,"7351 W, 83rd ST, Los Angeles, CA, United States of America",3,2,1101,77,6057,9,Y,N,2.5,44979,1226.16,1350000
503 N,FORMOSA AVE,Los Angeles,CA,United States of America,"503 N, FORMOSA AVE, Los Angeles, CA, United States of America",3,2,1617,97,4999,91,Y,N,2.5,44949,865.18,1399000
2006,Judson ST,Los Angeles,CA,United States of America,"2006, Judson ST, Los Angeles, CA, United States of America",3,2,1177,118,3984,92,Y,N,2.5,44979,556.33,654800
2003 S,Shenandoah ST,Los Angeles,CA,United States of America,"2003 S, Shenandoah ST, Los Angeles, CA, United States of America",3,2,930,95,3154,99,Y,N,2.5,44980,860.22,800000
2207 E,105th ST,Los Angeles,CA,United States of America,"2207 E, 105th ST, Los Angeles, CA, United States of America",3,2,1320,16,3250,0,N,N,2.5,45047,458.33,605000
2836,West View ST,Los Angeles,CA,United States of America,"2836, West View ST, Los Angeles, CA, United States of America",3,2,1410,102,5202,0,N,N,2.5,44953,979.43,1381000
8972,David AVE,Los Angeles,CA,United States of America,"8972, David AVE, Los Angeles, CA, United States of America",3,2,1622,92,5000,0,N,N,2.5,44965,983.35,1595000
10470,Lauriston AVE,Los Angeles,CA,United States of America,"10470, Lauriston AVE, Los Angeles, CA, United States of America",3,2,1369,84,4937,0,N,N,2.5,44946,1092.04,1495000
1233 W,51st PL,Los Angeles,CA,United States of America,"1233 W, 51st PL, Los Angeles, CA, United States of America",3,2,1200,106,4880,0,N,N,2.5,44963,583.25,699900
389 E,116th PL,Los Angeles,CA,United States of America,"389 E, 116th PL, Los Angeles, CA, United States of America",3,2,1558,39,6369,0,N,N,2.5,45044,295.25,460000
6261,Condon AVE,Los Angeles,CA,United States of America,"6261, Condon AVE, Los Angeles, CA, United States of America",3,2,1860,75,7283,0,N,N,2.5,44895,435.48,810000
4367,Stewart AVE,Los Angeles,CA,United States of America,"4367, Stewart AVE, Los Angeles, CA, United States of America",3,2,1491,85,6652,0,N,N,2.5,45055,1190.48,1775000
6011,Madden AVE,Los Angeles,CA,United States of America,"6011, Madden AVE, Los Angeles, CA, United States of America",3,2,1168,100,4802,0,N,N,2.5,44903,898.97,1050000
819 W,105th ST,Los Angeles,CA,United States of America,"819 W, 105th ST, Los Angeles, CA, United States of America",3,2,1040,100,4829,0,N,N,2.5,45009,624.9,649900
10624,Hickory ST,Los Angeles,CA,United States of America,"10624, Hickory ST, Los Angeles, CA, United States of America",3,2,1276,16,3249,0,N,N,2.5,45013,474.14,605000
1441 S,Oakhurst DR,Los Angeles,CA,United States of America,"1441 S, Oakhurst DR, Los Angeles, CA, United States of America",3,2,2308,96,7207,0,N,N,2.5,44974,953.21,2200000
6407,Moore DR,Los Angeles,CA,United States of America,"6407, Moore DR, Los Angeles, CA, United States of America",3,2,1782,97,8246,0,N,N,2.5,44936,1178.45,2100000
7440 W,91st ST,Los Angeles,CA,United States of America,"7440 W, 91st ST, Los Angeles, CA, United States of America",3,2,1233,72,6292,0,N,N,2.5,44875,790.75,975000
464 S,Sherbourne DR,Los Angeles,CA,United States of America,"464 S, Sherbourne DR, Los Angeles, CA, United States of America",3,2,1785,98,6463,0,N,N,2.5,44848,1344.54,2400000
1939 W,78th PL,Los Angeles,CA,United States of America,"1939 W, 78th PL, Los Angeles, CA, United States of America",3,2,1472,97,6700,0,N,N,2.5,44979,373.64,550000
133 S,La Jolla AVE,Los Angeles,CA,United States of America,"133 S, La Jolla AVE, Los Angeles, CA, United States of America",3,2,1923,87,6150,0,N,N,2.5,45021,988.04,1900000
811 E,84th PL,Los Angeles,CA,United States of America,"811 E, 84th PL, Los Angeles, CA, United States of America",3,2,1092,76,5101,0,N,N,2.5,44880,549.45,600000
6617,3rd AVE,Los Angeles,CA,United States of America,"6617, 3rd AVE, Los Angeles, CA, United States of America",3,2,1414,94,4803,0,N,N,2.5,45062,381.9,540000
3876,Edgehill DR,Los Angeles,CA,United States of America,"3876, Edgehill DR, Los Angeles, CA, United States of America",3,2,1457,82,5854,0,N,N,2.5,44812,710.36,1035000
9141,Dalton AVE,Los Angeles,CA,United States of America,"9141, Dalton AVE, Los Angeles, CA, United States of America",3,2,1546,83,6748,1,N,N,2.5,44855,556.27,860000
449 N,Edinburgh AVE,Los Angeles,CA,United States of America,"449 N, Edinburgh AVE, Los Angeles, CA, United States of America",3,2,1872,98,6550,10,N,N,2.5,44788,1153.85,2160000
7724,Denrock AVE,Los Angeles,CA,United States of America,"7724, Denrock AVE, Los Angeles, CA, United States of America",3,2,1610,75,5129,10,N,N,2.5,44854,776.4,1250000
647 N,LUCERNE BLVD,Los Angeles,CA,United States of America,"647 N, LUCERNE BLVD, Los Angeles, CA, United States of America",3,2,1312,102,7024,10,N,N,2.5,44777,1333.84,1750000
6431,Firebrand ST,Los Angeles,CA,United States of America,"6431, Firebrand ST, Los Angeles, CA, United States of America",3,2,2103,73,6534,10,N,N,2.5,44812,1080.77,2272865
3724,MAY ST,Los Angeles,CA,United States of America,"3724, MAY ST, Los Angeles, CA, United States of America",3,2,1267,82,5980,10,N,N,2.5,44812,1282.56,1625000
724 E,103rd ST,Los Angeles,CA,United States of America,"724 E, 103rd ST, Los Angeles, CA, United States of America",3,2,1084,79,5479,10,N,N,2.5,44785,608.86,660000
2547,Barry AVE,Los Angeles,CA,United States of America,"2547, Barry AVE, Los Angeles, CA, United States of America",3,2,1469,83,6000,10,N,N,2.5,44838,1031.31,1515000
10385,Tennessee AVE,Los Angeles,CA,United States of America,"10385, Tennessee AVE, Los Angeles, CA, United States of America",3,2,1674,84,6250,10,N,N,2.5,45058,1242.53,2080000
1112 W,79th ST,Los Angeles,CA,United States of America,"1112 W, 79th ST, Los Angeles, CA, United States of America",3,2,1368,86,5100,10,N,N,2.5,44971,526.32,720000
3536,Redwood AVE,Los Angeles,CA,United States of America,"3536, Redwood AVE, Los Angeles, CA, United States of America",3,2,1359,76,4902,10,N,N,2.5,44797,1111.11,1510000
8147,Chase AVE,Los Angeles,CA,United States of America,"8147, Chase AVE, Los Angeles, CA, United States of America",3,2,1550,77,6159,10,N,N,2.5,44827,954.84,1480000
5707 S,St Andrews PL,Los Angeles,CA,United States of America,"5707 S, St Andrews PL, Los Angeles, CA, United States of America",3,2,1656,101,6341,10,N,N,2.5,45007,392.51,650000
