bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,commission,sale_price,population,median_family_income,price_per_sqft,clusters
3,2.0,1182,49,7171,8,2.5,503000.0,170170,116858.28,425.5499153976312,3
3,2.0,1451,68,5734,8,2.5,1550000.0,147181,124181.64,1068.2288077188146,3
3,2.0,1444,69,6090,8,2.5,600000.0,342973,83530.92,415.5124653739612,3
3,2.0,1380,82,5264,8,2.5,640000.0,468594,78817.2,463.768115942029,3
3,2.0,1788,67,8569,8,2.5,1130000.0,331266,66666.6,631.9910514541388,3
3,2.0,1512,63,5078,8,2.5,799000.0,59682,71716.92,528.4391534391534,3
3,2.0,1237,72,5255,8,2.5,940000.0,33155,66669.24,759.9029911075182,3
3,2.0,1783,23,5793,8,2.5,1600000.0,195686,128882.16,897.36399326977,3
3,2.0,1131,68,5501,8,2.5,740000.0,80926,117031.2,654.2882404951371,3
3,2.0,1378,71,7432,8,2.5,1200000.0,44622,125249.52,870.8272859216255,3
3,2.0,1600,35,7840,8,2.5,535000.0,82539,72145.92,334.375,3
3,2.0,1530,69,5539,8,2.5,889900.0,468594,78817.2,581.6339869281046,3
3,2.0,1901,85,7567,8,2.5,1040000.0,36006,96637.2,547.0804839558127,3
3,2.0,1377,40,7169,8,2.5,500000.0,213044,53202.6,363.10820624546113,3
3,2.0,1113,68,6071,8,2.5,525000.0,106455,84068.16,471.6981132075472,3
3,2.0,1399,38,9148,8,2.5,738000.0,45827,73022.4,527.5196568977841,3
3,2.0,1152,69,7043,8,2.5,715000.0,107441,96031.32,620.6597222222222,3
3,2.0,1080,66,7529,8,2.5,302000.0,155810,74383.32,279.6296296296296,3
3,2.0,1017,72,7564,8,2.5,730000.0,51860,115371.96,717.7974434611602,3
3,2.0,1094,76,5530,8,2.5,740000.0,147181,124181.64,676.4168190127971,3
3,2.0,1440,67,6786,8,2.5,1425000.0,147181,124181.64,989.5833333333334,3
3,2.0,1144,61,5282,8,2.5,790000.0,85889,62160.12,690.5594405594405,3
3,2.0,1218,59,6035,8,2.5,1020000.0,195686,128882.16,837.4384236453202,3
3,2.0,1340,68,16127,8,2.5,625000.0,86400,98508.96,466.4179104477612,3
3,2.0,1276,34,5663,8,2.5,410000.0,81203,55207.68,321.3166144200627,3
3,2.0,1197,53,3097,8,2.5,630000.0,468594,78817.2,526.3157894736842,3
3,2.0,1644,69,5251,8,2.5,1320000.0,147181,124181.64,802.9197080291971,3
3,2.0,1244,69,5796,8,2.5,801000.0,147181,124181.64,643.8906752411575,3
3,2.0,1615,71,6099,8,2.5,795000.0,86400,98508.96,492.2600619195047,3
3,2.0,1818,70,5736,8,2.5,1060000.0,80926,117031.2,583.0583058305831,3
3,2.0,1596,50,9583,8,2.5,535000.0,157395,109041.24,335.21303258145366,3
3,2.0,1812,63,7080,8,2.5,950000.0,91255,75585.84,524.2825607064018,3
3,2.0,1402,69,5592,8,2.5,880000.0,20539,87834.12,627.6747503566334,3
3,2.0,1052,103,6600,8,2.5,876000.0,138980,112362.36,832.6996197718631,3
3,2.0,1154,72,6371,8,2.5,883500.0,468594,78817.2,765.5979202772963,3
3,2.0,1650,70,4999,8,2.5,989000.0,468594,78817.2,599.3939393939394,3
3,2.0,1389,69,9500,8,2.5,485000.0,101367,69425.4,349.1720662347012,3
3,2.0,1788,51,11410,8,2.5,475000.0,159092,72590.76,265.65995525727067,3
3,2.0,1834,83,6749,8,2.5,1500000.0,104484,108323.16,817.8844056706652,3
3,2.0,1772,38,6500,8,2.5,1118000.0,78940,144442.32,630.9255079006772,3
3,2.0,1410,54,6420,8,2.5,786200.0,51860,115371.96,557.5886524822695,3
3,2.0,1416,71,6400,8,2.5,426000.0,213044,53202.6,300.8474576271187,3
3,2.0,1765,20,5300,8,2.5,600000.0,201355,88169.4,339.943342776204,3
3,2.0,1476,55,5010,8,2.5,1010000.0,49599,133213.08,684.2818428184282,3
3,2.0,1143,64,6206,8,2.5,675000.0,147181,124181.64,590.5511811023622,3
3,2.0,1948,67,8712,8,2.5,450000.0,198872,72949.8,231.00616016427105,3
3,2.0,1156,65,6823,8,2.5,900000.0,138980,112362.36,778.5467128027682,3
3,2.0,1814,72,6206,8,2.5,1400000.0,147181,124181.64,771.7750826901874,3
3,2.0,1127,83,5688,8,2.5,752000.0,40173,82030.08,667.2582076308785,3
3,2.0,1278,71,5216,8,2.5,825000.0,80926,117031.2,645.5399061032864,3
3,2.0,1797,98,8984,8,2.5,1720000.0,139065,116952.0,957.1508069003896,3
3,2.0,1883,62,8400,8,2.5,465000.0,213044,53202.6,246.94636218799783,3
3,2.0,1484,96,6089,8,2.5,2725000.0,91619,150421.92,1836.2533692722373,4
3,2.0,1224,100,10801,8,2.5,1325000.0,139065,116952.0,1082.516339869281,3
3,2.0,1443,93,7459,8,2.5,790000.0,84400,75313.92,547.4705474705474,3
3,2.0,1754,67,9108,8,2.5,508000.0,213044,53202.6,289.62371721778794,3
3,2.0,2005,23,8276,8,2.5,607500.0,104955,114540.36,302.9925187032419,3
3,2.0,1962,65,8316,8,2.5,1429000.0,42282,181507.92,728.3384301732925,3
3,2.0,1205,64,6700,8,2.5,790000.0,91255,75585.84,655.6016597510373,3
3,2.0,1010,27,3485,8,2.5,500000.0,104955,114540.36,495.0495049504951,3
3,2.0,1474,51,9583,8,2.5,625000.0,104955,114540.36,424.01628222523743,3
3,2.0,1683,61,7768,8,2.5,1230000.0,195380,81583.92,730.8377896613191,3
3,2.0,1989,88,8065,8,2.5,1600000.0,195380,81583.92,804.4243338360985,3
3,2.0,1329,73,5470,8,2.5,840000.0,80926,117031.2,632.0541760722348,3
3,2.0,1193,40,7700,8,2.5,520000.0,101367,69425.4,435.8759430008382,3
3,2.0,1207,61,7665,80,2.5,510000.0,213044,53202.6,422.5352112676056,3
3,2.0,2132,37,5006,80,2.5,1120000.0,85889,62160.12,525.328330206379,3
3,2.0,1650,20,6969,80,2.5,530000.0,82539,72145.92,321.2121212121212,3
3,2.0,875,75,7770,81,2.5,355000.0,213044,53202.6,405.7142857142857,3
3,2.0,988,69,7198,81,2.5,320000.0,159092,72590.76,323.88663967611336,3
3,2.0,1546,22,6708,81,2.5,385000.0,159092,72590.76,249.02975420439844,3
3,2.0,1582,82,6973,82,2.5,1030000.0,104484,108323.16,651.0745891276865,3
3,2.0,1653,88,6314,82,2.5,1215000.0,468594,78817.2,735.02722323049,3
3,2.0,1508,72,7336,84,2.5,1100000.0,139065,116952.0,729.4429708222812,3
3,2.0,1841,18,6016,84,2.5,420000.0,159092,72590.76,228.1368821292776,1
3,2.0,1419,68,7334,84,2.5,750000.0,138980,112362.36,528.5412262156448,3
3,2.0,1640,35,6970,84,2.5,710000.0,106326,105594.72,432.9268292682927,3
3,2.0,1504,46,2783,84,2.5,935000.0,64673,149183.76,621.6755319148937,3
3,2.0,1126,66,7300,84,2.5,740000.0,342973,83530.92,657.1936056838366,3
3,2.0,1360,85,6878,84,2.5,875000.0,139065,116952.0,643.3823529411765,3
3,2.0,1450,72,8712,84,2.5,643000.0,157395,109041.24,443.44827586206895,3
3,2.0,1075,64,7800,84,2.5,448000.0,213044,53202.6,416.7441860465116,3
3,2.0,1240,49,4550,84,2.5,679900.0,80810,103392.96,548.3064516129032,3
3,2.0,1110,30,8276,85,2.5,523000.0,56243,86928.6,471.1711711711712,3
3,2.0,1212,76,10454,85,2.5,432000.0,313041,83711.76,356.43564356435644,3
3,2.0,1400,24,3920,85,2.5,405000.0,45497,68786.52,289.2857142857143,3
3,2.0,1700,37,10000,86,2.5,570000.0,101367,69425.4,335.29411764705884,3
3,2.0,1511,55,6138,86,2.5,970000.0,195686,128882.16,641.958967571145,3
3,2.0,1447,53,5850,87,2.5,763000.0,331266,66666.6,527.2978576364893,3
3,2.0,1516,31,7200,87,2.5,340000.0,31773,46908.84,224.27440633245385,3
3,2.0,1302,64,16800,87,2.5,560000.0,201355,88169.4,430.1075268817205,3
3,2.0,1381,58,5400,88,2.5,1122000.0,33861,136563.24,812.4547429398987,3
3,2.0,956,68,2822,88,2.5,500000.0,97663,60557.64,523.0125523012553,3
3,2.0,1330,68,3780,88,2.5,600000.0,33155,66669.24,451.1278195488722,3
3,2.0,1843,57,6100,89,2.5,1325000.0,195686,128882.16,718.9365165491047,3
3,2.0,1064,63,5933,89,2.5,742000.0,468594,78817.2,697.3684210526316,3
3,2.0,1620,1,9148,89,2.5,520000.0,56243,86928.6,320.98765432098764,1
3,2.0,1211,69,7479,89,2.5,1650000.0,35534,234342.24,1362.5103220478943,4
3,2.0,1291,68,5600,89,2.5,690000.0,59682,71716.92,534.4694035631294,3
3,2.0,1986,60,5481,89,2.5,810000.0,92475,101636.04,407.8549848942598,3
3,2.0,1224,94,5421,89,2.5,625000.0,97663,60557.64,510.62091503267976,3
3,2.0,1032,61,6000,89,2.5,850000.0,195686,128882.16,823.6434108527131,3
3,2.0,1678,25,6970,89,2.5,530000.0,38774,106224.36,315.8522050059595,3
3,2.0,1314,36,8100,9,2.5,600000.0,201355,88169.4,456.6210045662101,3
3,2.0,1144,51,18180,9,2.5,305000.0,91757,66035.64,266.6083916083916,3
3,2.0,1431,44,8383,9,2.5,485000.0,101367,69425.4,338.9238294898672,3
3,2.0,1187,37,5962,9,2.5,395000.0,159092,72590.76,332.77169334456613,3
3,2.0,1300,65,5094,9,2.5,730000.0,92475,101636.04,561.5384615384615,3
3,2.0,1200,72,7656,9,2.5,570000.0,166892,73942.44,475.0,3
3,2.0,1701,65,6600,9,2.5,845000.0,61341,91019.28,496.76660787771897,3
3,2.0,946,69,2728,9,2.5,600000.0,16698,82480.2,634.2494714587738,3
3,2.0,1453,54,6532,9,2.5,980000.0,138980,112362.36,674.4666207845836,3
3,2.0,1244,67,5113,9,2.5,665000.0,147181,124181.64,534.5659163987139,3
3,2.0,2052,18,7200,9,2.5,475000.0,91757,66035.64,231.4814814814815,3
3,2.0,1370,64,5876,9,2.5,770000.0,85889,62160.12,562.043795620438,3
3,2.0,1350,67,6536,9,2.5,1525000.0,39353,131815.2,1129.6296296296296,3
3,2.0,1291,67,5734,9,2.5,735000.0,59682,71716.92,569.3261037955074,3
3,2.0,1178,68,7705,9,2.5,940000.0,111635,101350.92,797.962648556876,3
3,2.0,1411,37,9147,9,2.5,615000.0,104955,114540.36,435.8610914245216,3
3,2.0,1715,101,7384,9,2.5,1105000.0,84400,75313.92,644.3148688046647,3
3,2.0,1205,73,5301,9,2.5,835000.0,80926,117031.2,692.9460580912863,3
3,2.0,1663,49,4940,9,2.5,1280000.0,229850,145141.92,769.6933253156946,3
3,2.0,1705,84,11274,9,2.5,1800000.0,13294,203346.0,1055.7184750733138,4
3,2.0,1432,100,5404,9,2.5,1475000.0,25914,141259.8,1030.0279329608938,3
3,2.0,1500,66,5162,9,2.5,2350000.0,35534,234342.24,1566.6666666666667,4
3,2.0,1340,68,10878,9,2.5,870000.0,173853,82581.84,649.2537313432836,3
3,2.0,1139,34,35111,9,2.5,305000.0,159092,72590.76,267.7787532923617,0
3,2.0,1802,90,7787,9,2.5,1270000.0,104484,108323.16,704.772475027747,3
3,2.0,2170,59,8044,9,2.5,1025000.0,11060,147033.48,472.3502304147465,3
3,2.0,1661,69,5562,9,2.5,779000.0,16859,83599.56,468.994581577363,3
3,2.0,1726,55,5100,9,2.5,980000.0,78940,144442.32,567.7867902665122,3
3,2.0,1050,78,5845,9,2.5,785000.0,147181,124181.64,747.6190476190476,3
3,2.0,1131,38,7841,9,2.5,600000.0,313041,83711.76,530.5039787798408,3
3,2.0,1314,68,5277,9,2.5,710000.0,33155,66669.24,540.3348554033486,3
3,2.0,1364,64,5253,9,2.5,930000.0,59682,71716.92,681.8181818181819,3
3,2.0,1469,33,6098,9,2.5,460000.0,52550,62685.48,313.1381892443839,3
3,2.0,1176,74,8578,9,2.5,1171743.0,39353,131815.2,996.3801020408164,3
3,2.0,1353,75,6110,9,2.5,605000.0,151142,66627.0,447.1544715447154,3
3,2.0,1168,58,17482,9,2.5,400000.0,159092,72590.76,342.4657534246575,3
3,2.0,1797,67,6288,9,2.5,1190000.0,60966,79475.88,662.2148024485253,3
3,2.0,980,99,8000,9,2.5,930000.0,44622,125249.52,948.9795918367348,3
3,2.0,1619,36,7841,9,2.5,500000.0,33601,83941.44,308.83261272390365,3
3,2.0,896,66,8200,9,2.5,415000.0,213044,53202.6,463.1696428571428,3
3,2.0,1416,36,18000,9,2.5,348000.0,70561,72132.72,245.7627118644068,3
3,2.0,1515,70,5001,9,2.5,975000.0,147181,124181.64,643.5643564356436,3
3,2.0,1012,35,4791,9,2.5,500000.0,106326,105594.72,494.0711462450593,3
3,2.0,1189,28,5754,9,2.5,425000.0,155810,74383.32,357.4432296047098,3
3,2.0,1549,35,6931,9,2.5,443000.0,159092,72590.76,285.99096191091024,3
3,2.0,1182,61,6000,9,2.5,925000.0,195686,128882.16,782.5719120135363,3
3,2.0,1707,45,1307,9,2.5,815000.0,111635,101350.92,477.44581136496777,3
3,2.0,1652,66,5050,9,2.5,1444000.0,24477,121904.64,874.09200968523,3
3,2.0,1601,72,4316,9,2.5,2260000.0,35534,234342.24,1411.6177389131792,4
3,2.0,1723,67,7213,9,2.5,1197005.0,147181,124181.64,694.7214161346488,3
3,2.0,1742,102,9294,9,2.5,720000.0,151142,66627.0,413.31802525832376,3
3,2.0,1551,71,21624,9,2.5,765000.0,37685,67562.88,493.2301740812379,3
3,2.0,1420,51,7333,9,2.5,817000.0,33896,121624.8,575.3521126760563,3
3,2.0,1440,68,9000,9,2.5,845000.0,91255,75585.84,586.8055555555555,3
3,2.0,1459,74,5458,9,2.5,685000.0,106455,84068.16,469.4996572995202,3
3,2.0,1476,43,4500,9,2.5,585000.0,166892,73942.44,396.3414634146341,3
3,2.0,1513,73,8914,9,2.5,810000.0,113082,84726.84,535.3602115003305,3
3,2.0,1558,71,5303,9,2.5,850000.0,85889,62160.12,545.571245186136,3
3,2.0,1289,34,4590,9,2.5,460000.0,54032,75922.44,356.86578743211794,3
3,2.0,1543,69,5142,9,2.5,860000.0,468594,78817.2,557.3558003888529,3
3,2.0,1561,43,5050,9,2.5,1075000.0,95246,146154.36,688.6611146700833,3
3,2.0,1473,57,5176,9,2.5,752500.0,342973,83530.92,510.8621860149355,3
3,2.0,1532,98,8206,9,2.5,1350000.0,44622,125249.52,881.201044386423,3
3,2.0,1400,43,18540,9,2.5,315000.0,70561,72132.72,225.0,3
3,2.0,1534,73,5331,9,2.5,789000.0,80926,117031.2,514.341590612777,3
3,2.0,1673,68,8400,9,2.5,479000.0,101367,69425.4,286.3120143454872,3
3,2.0,1194,69,6120,9,2.5,755000.0,137945,100566.84,632.3283082077052,3
3,2.0,1874,31,7841,9,2.5,410000.0,56243,86928.6,218.78335112059764,3
3,2.0,1312,47,5663,9,2.5,500000.0,313041,83711.76,381.0975609756098,3
3,2.0,1396,66,8535,9,2.5,730000.0,107441,96031.32,522.9226361031518,3
3,2.0,792,66,4304,9,2.5,605000.0,139065,116952.0,763.8888888888889,3
3,2.0,1345,66,7108,9,2.5,950000.0,147181,124181.64,706.3197026022304,3
3,2.0,1828,66,10500,9,2.5,1200000.0,25724,185603.88,656.4551422319474,3
3,2.0,1291,67,5306,9,2.5,705000.0,59682,71716.92,546.0883036405887,3
3,2.0,1232,65,7045,9,2.5,740000.0,24050,74556.24,600.6493506493506,3
3,2.0,1363,66,6996,90,2.5,290000.0,159092,72590.76,212.7659574468085,3
3,2.0,1451,35,18100,90,2.5,350000.0,70561,72132.72,241.2129565816678,3
3,2.0,920,67,6001,91,2.5,880000.0,147181,124181.64,956.5217391304348,3
3,2.0,1350,63,8100,91,2.5,395000.0,213044,53202.6,292.5925925925926,3
3,2.0,1334,76,7775,91,2.5,1199000.0,85889,62160.12,898.80059970015,3
3,2.0,1489,46,1760,91,2.5,875000.0,64673,149183.76,587.642713230356,3
3,2.0,1346,72,55009,91,2.5,494000.0,159092,72590.76,367.0133729569093,0
3,2.0,1307,61,6000,92,2.5,835000.0,173853,82581.84,638.8676358071921,3
3,2.0,1322,64,5858,92,2.5,740000.0,49038,119718.72,559.7579425113464,3
3,2.0,1080,68,4928,92,2.5,665000.0,107441,96031.32,615.7407407407408,3
3,2.0,1000,46,6970,92,2.5,480000.0,313041,83711.76,480.0,3
3,2.0,1390,70,6104,92,2.5,860000.0,85889,62160.12,618.705035971223,3
3,2.0,1916,52,39204,93,2.5,765000.0,27143,127552.92,399.2693110647182,0
3,2.0,1662,37,7795,93,2.5,375000.0,159092,72590.76,225.6317689530686,3
3,2.0,1526,69,7480,93,2.5,770000.0,107441,96031.32,504.58715596330273,3
3,2.0,1507,42,7500,94,2.5,499900.0,54032,75922.44,331.7186463171865,3
3,2.0,1233,25,6098,94,2.5,399000.0,42576,52823.76,323.60097323600974,3
3,2.0,1440,52,6576,94,2.5,730000.0,56259,126060.0,506.94444444444446,3
3,2.0,1737,68,5246,94,2.5,1468000.0,147181,124181.64,845.1352907311457,3
3,2.0,1564,76,6222,95,2.5,720000.0,63698,83142.84,460.3580562659847,3
3,2.0,1813,32,6098,95,2.5,650000.0,157395,109041.24,358.52178709321566,3
3,2.0,1667,55,16988,96,2.5,500000.0,313041,83711.76,299.9400119976005,3
3,2.0,1544,68,6078,96,2.5,685000.0,40342,72798.0,443.6528497409327,3
3,2.0,2082,38,5823,96,2.5,930000.0,85889,62160.12,446.685878962536,3
3,2.0,1700,67,6000,96,2.5,775000.0,138980,112362.36,455.88235294117646,3
3,2.0,1166,79,5328,97,2.5,835000.0,85889,62160.12,716.1234991423671,3
3,2.0,1150,33,7664,97,2.5,439900.0,155810,74383.32,382.5217391304348,3
3,2.0,1927,59,6700,97,2.5,1750000.0,195686,128882.16,908.147379346134,3
3,2.0,1786,66,7480,97,2.5,905000.0,137945,100566.84,506.71892497200446,3
3,2.0,2267,17,6534,97,2.5,460000.0,42576,52823.76,202.9113365681517,1
3,2.0,1234,75,5863,98,2.5,740000.0,36006,96637.2,599.67585089141,3
3,2.0,1743,77,13429,99,2.5,1625000.0,25914,141259.8,932.3006310958118,3
3,2.0,2205,42,10217,99,2.5,450000.0,159092,72590.76,204.08163265306123,3
3,2.0,1371,68,6147,99,2.5,668800.0,59682,71716.92,487.81911013858496,3
3,2.0,1412,85,6750,0,2.5,750000.0,104484,108323.16,531.1614730878186,3
3,2.0,1336,37,10019,0,2.5,370000.0,27678,46002.0,276.94610778443115,3
3,2.0,1970,46,7500,0,2.5,1650000.0,64673,149183.76,837.5634517766498,3
3,2.0,1349,72,7383,0,2.5,1395000.0,104484,108323.16,1034.09933283914,3
3,2.0,1300,36,12197,0,2.5,379000.0,81658,85048.92,291.53846153846155,3
3,2.0,1528,48,20909,0,2.5,725000.0,27143,127552.92,474.4764397905759,3
3,2.0,1283,72,12302,0,2.5,1221000.0,139065,116952.0,951.675759937646,3
3,2.0,1933,26,5200,0,2.5,978000.0,95246,146154.36,505.9493016037248,3
3,2.0,1532,77,5643,0,2.5,1060000.0,468594,78817.2,691.9060052219321,3
3,2.0,1305,83,36155,0,2.5,475000.0,3570,30994.92,363.9846743295019,0
3,2.0,1026,51,7800,0,2.5,650000.0,7564,62338.32,633.5282651072125,3
3,2.0,1351,74,12640,0,2.5,450000.0,201355,88169.4,333.08660251665435,3
3,2.0,1071,65,6538,0,2.5,585000.0,49038,119718.72,546.218487394958,3
3,2.0,1669,35,11761,0,2.5,355000.0,81658,85048.92,212.7022168963451,3
3,2.0,2046,59,10454,0,2.5,1850000.0,45827,73022.4,904.2033235581624,3
3,2.0,1509,25,6600,0,2.5,525000.0,54032,75922.44,347.9125248508946,3
3,2.0,1150,70,6600,0,2.5,600000.0,342973,83530.92,521.7391304347826,3
3,2.0,1419,61,7980,0,2.5,415000.0,151142,66627.0,292.45947850599015,3
3,2.0,1282,73,8250,0,2.5,2145000.0,23114,183307.08,1673.166926677067,4
3,2.0,2286,24,8276,0,2.5,775000.0,38774,106224.36,339.0201224846894,1
3,2.0,1970,60,6035,0,2.5,1150000.0,195686,128882.16,583.756345177665,3
3,2.0,1439,51,5664,0,2.5,925000.0,56440,123185.04,642.8075052119527,3
3,2.0,1372,1,30059,0,2.5,380000.0,70561,72132.72,276.9679300291545,0
3,2.0,1452,81,6148,0,2.5,600000.0,468594,78817.2,413.22314049586777,3
3,2.0,1277,61,17000,0,2.5,250000.0,91757,66035.64,195.77133907595928,3
3,2.0,1771,47,5400,0,2.5,1125000.0,138980,112362.36,635.2343308865048,3
3,2.0,1540,95,2409,0,2.5,2080000.0,19725,221430.0,1350.6493506493507,4
3,2.0,1760,35,8712,0,2.5,391000.0,27678,46002.0,222.1590909090909,3
3,2.0,1807,74,10915,0,2.5,1050000.0,468594,78817.2,581.0736026563364,3
3,2.0,2084,43,16988,0,2.5,1225000.0,45827,73022.4,587.8119001919385,3
3,2.0,1214,67,4999,0,2.5,745000.0,113082,84726.84,613.673805601318,3
3,2.0,1260,64,9193,0,2.5,525000.0,48429,96509.16,416.6666666666667,3
3,2.0,2150,39,25700,0,2.5,731000.0,104955,114540.36,340.0,3
3,2.0,1583,62,11326,0,2.5,820000.0,49953,90938.76,518.0037902716361,3
3,2.0,1736,45,2015,0,2.5,925000.0,35562,108766.68,532.8341013824885,3
3,2.0,1168,63,43560,0,2.5,465000.0,71377,63709.8,398.1164383561644,0
3,2.0,2197,46,6000,0,2.5,2500000.0,23114,183307.08,1137.915339098771,4
3,2.0,1508,65,10890,0,2.5,965000.0,45827,73022.4,639.920424403183,3
3,2.0,2280,58,5000,0,2.5,2700000.0,195686,128882.16,1184.2105263157894,4
3,2.0,1304,109,9860,0,2.5,850000.0,139065,116952.0,651.8404907975461,3
3,2.0,2289,21,5663,0,2.5,650000.0,106326,105594.72,283.96679772826565,1
3,2.0,1716,18,5832,0,2.5,485000.0,155810,74383.32,282.6340326340326,3
3,2.0,1360,33,0,0,2.5,410000.0,38774,106224.36,301.47058823529414,3
3,2.0,2001,87,7877,0,2.5,1288000.0,195380,81583.92,643.6781609195402,3
3,2.0,1317,59,7200,0,2.5,1025000.0,56440,123185.04,778.2839787395596,3
3,2.0,1849,75,23760,0,2.5,465000.0,213044,53202.6,251.487290427258,3
3,2.0,1157,76,6970,0,2.5,519900.0,313041,83711.76,449.35177182368193,3
3,2.0,1456,45,19000,0,2.5,290600.0,91757,66035.64,199.5879120879121,3
3,2.0,2462,98,12228,0,2.5,1860000.0,139065,116952.0,755.4833468724614,3
3,2.0,1130,69,5272,0,2.5,1325000.0,468594,78817.2,1172.5663716814158,3
3,2.0,1425,71,7499,0,2.5,2385000.0,35534,234342.24,1673.6842105263158,4
3,2.0,1236,71,7080,0,2.5,810000.0,137945,100566.84,655.3398058252427,3
3,2.0,1591,93,3760,0,2.5,2190000.0,91619,150421.92,1376.492771841609,4
3,2.0,1861,91,10110,0,2.5,1595000.0,44622,125249.52,857.0660934981192,3
3,2.0,2305,58,9750,0,2.5,2257850.0,23114,183307.08,979.5444685466376,4
3,2.0,990,66,6300,0,2.5,425000.0,166892,73942.44,429.2929292929293,3
3,2.0,1749,33,44866,0,2.5,410000.0,12947,78941.28,234.41966838193247,0
3,2.0,1372,46,20000,0,2.5,385000.0,91757,66035.64,280.6122448979592,3
3,2.0,1612,48,7392,1,2.5,699000.0,170170,116858.28,433.6228287841191,3
3,2.0,1843,51,2250,1,2.5,1300000.0,19725,221430.0,705.371676614216,3
3,2.0,1619,60,3049,1,2.5,499000.0,49953,90938.76,308.21494749845584,3
3,2.0,1426,59,37863,1,2.5,390000.0,91757,66035.64,273.492286115007,0
3,2.0,1312,39,4298,1,2.5,310000.0,155810,74383.32,236.28048780487805,3
3,2.0,1050,60,6000,1,2.5,818000.0,48748,121659.12,779.047619047619,3
3,2.0,1340,1,6900,1,2.5,389000.0,27678,46002.0,290.2985074626866,3
3,2.0,2125,48,62631,1,2.5,999999.0,5398,150259.56,470.5877647058824,0
3,2.0,1397,32,6098,1,2.5,450000.0,81203,55207.68,322.11882605583395,3
3,2.0,1341,50,6800,1,2.5,1190000.0,195686,128882.16,887.3974645786726,3
3,2.0,1197,36,6534,1,2.5,535000.0,104955,114540.36,446.9507101086048,3
3,2.0,1272,60,17850,1,2.5,1038000.0,137945,100566.84,816.0377358490566,3
3,2.0,1297,38,20038,1,2.5,510000.0,7345,84724.2,393.21511179645336,3
3,2.0,1874,37,14520,1,2.5,1565000.0,64673,149183.76,835.1120597652081,3
3,2.0,1143,46,30132,1,2.5,345000.0,155810,74383.32,301.83727034120733,0
3,2.0,1284,71,7200,1,2.5,520000.0,201355,88169.4,404.98442367601245,3
3,2.0,1295,64,8000,1,2.5,160000.0,23110,64649.64,123.55212355212356,3
3,2.0,1089,39,5227,1,2.5,430000.0,198872,72949.8,394.8576675849403,3
3,2.0,1300,68,5407,1,2.5,799000.0,147181,124181.64,614.6153846153846,3
3,2.0,1770,75,9821,1,2.5,1000000.0,36006,96637.2,564.9717514124294,3
3,2.0,1495,44,3478,1,2.5,899999.0,95246,146154.36,602.0060200668896,3
3,2.0,1207,73,7002,1,2.5,750000.0,47420,75412.92,621.3753106876553,3
3,2.0,1677,44,43124,1,2.5,390000.0,7345,84724.2,232.5581395348837,0
3,2.0,1260,49,7200,1,2.5,545000.0,170170,116858.28,432.5396825396825,3
3,2.0,1855,17,7110,1,2.5,550000.0,155810,74383.32,296.4959568733154,3
3,2.0,1418,27,8446,1,2.5,506500.0,54032,75922.44,357.1932299012694,3
3,2.0,1296,46,19000,1,2.5,350000.0,21083,70972.44,270.0617283950617,3
3,2.0,1696,46,4275,1,2.5,1375000.0,229850,145141.92,810.7311320754717,3
3,2.0,1441,83,11503,10,2.5,1000000.0,40173,82030.08,693.9625260235947,3
3,2.0,1460,60,7350,10,2.5,1350000.0,42282,181507.92,924.6575342465752,3
3,2.0,1776,68,7200,10,2.5,825000.0,173853,82581.84,464.52702702702703,3
3,2.0,2036,41,13967,10,2.5,1510000.0,30768,136361.28,741.6502946954813,3
3,2.0,1663,43,17600,10,2.5,358000.0,70561,72132.72,215.2736019242333,3
3,2.0,1672,82,6433,10,2.5,1150000.0,104484,108323.16,687.799043062201,3
3,2.0,1584,46,7274,10,2.5,930000.0,31592,125459.4,587.1212121212121,3
3,2.0,1052,77,10890,10,2.5,377000.0,198872,72949.8,358.36501901140684,3
3,2.0,1374,97,7025,10,2.5,1137000.0,139065,116952.0,827.5109170305677,3
3,2.0,1282,70,7935,10,2.5,850000.0,113082,84726.84,663.0265210608425,3
3,2.0,1218,69,7310,10,2.5,777000.0,21676,95620.8,637.9310344827586,3
3,2.0,1662,28,6970,10,2.5,430000.0,81203,55207.68,258.7244283995187,3
3,2.0,1590,90,7785,10,2.5,1428000.0,139065,116952.0,898.1132075471698,3
3,2.0,1567,37,7000,10,2.5,860000.0,66335,169675.44,548.8194001276324,3
3,2.0,1104,37,4356,10,2.5,440000.0,157395,109041.24,398.5507246376812,3
3,2.0,1291,53,5663,10,2.5,932000.0,95246,146154.36,721.9209914794733,3
3,2.0,1118,69,9148,10,2.5,500000.0,313041,83711.76,447.2271914132379,3
3,2.0,1300,57,5800,10,2.5,1071000.0,195686,128882.16,823.8461538461538,3
3,2.0,1346,38,10890,10,2.5,580000.0,313041,83711.76,430.9063893016345,3
3,2.0,1592,28,5900,10,2.5,470000.0,9437,70688.64,295.22613065326635,3
3,2.0,1462,46,10019,10,2.5,1220000.0,45827,73022.4,834.4733242134063,3
3,2.0,1930,8,43560,10,2.5,470000.0,91757,66035.64,243.52331606217615,0
3,2.0,1265,74,5852,10,2.5,1075000.0,468594,78817.2,849.802371541502,3
3,2.0,1343,50,932,10,2.5,620000.0,138980,112362.36,461.6530156366344,3
3,2.0,1586,52,9946,10,2.5,797500.0,31592,125459.4,502.8373266078184,3
