bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,commission,sale_price,population,median_family_income,price_per_sqft,county_Orange,county_Riverside,county_San Bernardino,view_Y,pool_Y
4,2.0,1583,8,18560,27,2.5,415000.0,70561,72132.72,262.1604548325963,0,0,1,0,0
4,2.0,1328,123,2226,27,2.5,580000.0,468594,78817.2,436.7469879518072,0,0,0,0,0
4,2.0,1668,66,7265,27,2.5,710000.0,151142,66627.0,425.6594724220623,0,0,0,1,0
4,2.0,2430,22,18100,27,2.5,505000.0,70561,72132.72,207.81893004115227,0,0,1,1,0
4,2.0,1695,64,8276,27,2.5,500000.0,313041,83711.76,294.9852507374631,0,1,0,0,0
4,2.0,1749,4,19166,27,2.5,645000.0,313041,83711.76,368.7821612349914,0,1,0,1,0
4,2.0,1894,60,8346,27,2.5,580000.0,69787,112838.88,306.2302006335797,0,0,1,1,0
4,2.0,1652,83,5057,27,2.5,1525000.0,3862210,71505.72,923.1234866828087,0,0,0,0,0
4,2.0,1415,56,6527,27,2.5,1140000.0,195686,128882.16,805.6537102473499,1,0,0,1,0
4,2.0,1523,69,6520,27,2.5,870000.0,342973,83530.92,571.2409717662508,1,0,0,0,0
4,2.0,1262,95,8601,27,2.5,854000.0,33155,66669.24,676.7036450079239,0,0,0,1,0
4,2.0,1347,75,6513,28,2.5,750000.0,3862210,71505.72,556.7928730512249,0,0,0,0,0
4,2.0,1259,76,4803,28,2.5,2600000.0,35534,234342.24,2065.1310563939633,0,0,0,1,0
4,2.0,1148,101,4802,28,2.5,610000.0,3862210,71505.72,531.3588850174216,0,0,0,0,0
4,2.0,1366,67,7500,28,2.5,515000.0,69787,112838.88,377.01317715959004,0,0,1,1,0
4,2.0,1248,45,7200,28,2.5,516000.0,69787,112838.88,413.46153846153845,0,0,1,0,0
4,2.0,1885,60,6000,28,2.5,920000.0,61341,91019.28,488.0636604774536,1,0,0,0,0
4,2.0,1360,37,8400,28,2.5,562500.0,101367,69425.4,413.6029411764706,0,0,1,1,0
4,2.0,1430,62,6060,28,2.5,855000.0,173853,82581.84,597.9020979020979,1,0,0,1,0
4,2.0,1558,68,6504,28,2.5,1800000.0,111635,101350.92,1155.3273427471117,1,0,0,0,0
4,2.0,1584,34,7200,28,2.5,485000.0,25228,63480.12,306.1868686868687,0,0,1,1,0
4,2.0,1478,54,7366,28,2.5,735000.0,80810,103392.96,497.2936400541272,0,0,1,0,0
4,2.0,1898,33,7965,28,2.5,510000.0,11002,81826.8,268.70389884088513,0,0,0,0,0
4,2.0,1293,64,7566,28,2.5,910000.0,11598,117837.72,703.7896365042536,1,0,0,0,0
4,2.0,1884,51,6000,28,2.5,1030000.0,111635,101350.92,546.7091295116772,1,0,0,1,0
4,2.0,1553,31,6999,28,2.5,345000.0,159092,72590.76,222.15067611075338,0,0,0,0,0
4,2.0,2124,59,10059,28,2.5,1230000.0,23956,180475.68,579.0960451977401,0,0,0,0,0
4,2.0,1413,56,8400,281,2.5,800000.0,78940,144442.32,566.1712668082095,1,0,0,0,0
4,2.0,1518,31,7296,29,2.5,320000.0,31773,46908.84,210.80368906455863,0,0,1,0,0
4,2.0,1418,68,6057,29,2.5,785000.0,137945,100566.84,553.5966149506347,1,0,0,0,0
4,2.0,1366,69,7272,29,2.5,909999.0,82191,96198.96,666.1778916544656,1,0,0,1,0
4,2.0,1692,67,7212,29,2.5,1100000.0,139065,116952.0,650.1182033096927,0,0,0,0,0
4,2.0,1753,33,7154,29,2.5,480000.0,155810,74383.32,273.8163148887621,0,0,0,0,0
4,2.0,1407,62,7982,29,2.5,775000.0,48429,96509.16,550.8173418621179,0,0,0,0,0
4,2.0,1618,44,24544,29,2.5,320000.0,23110,64649.64,197.7750309023486,0,0,1,1,0
4,2.0,1592,69,7500,29,2.5,452500.0,54032,75922.44,284.23366834170855,0,0,1,1,0
4,2.0,1700,46,7200,29,2.5,660000.0,166892,73942.44,388.2352941176471,0,0,1,0,0
4,2.0,1396,71,6944,29,2.5,1160000.0,44622,125249.52,830.945558739255,0,0,0,0,0
4,2.0,1509,67,7001,29,2.5,392000.0,159092,72590.76,259.7746852220013,0,0,0,1,0
4,2.0,1916,58,19924,29,2.5,1600000.0,42282,181507.92,835.0730688935282,0,0,0,1,0
4,2.0,1642,82,8136,29,2.5,768000.0,111133,61312.68,467.72228989037757,0,0,0,0,0
4,2.0,1200,44,7540,29,2.5,811500.0,78940,144442.32,676.25,1,0,0,1,0
4,2.0,1413,37,7280,29,2.5,510000.0,213044,53202.6,360.93418259023355,0,0,1,1,0
4,2.0,1768,22,6098,29,2.5,450000.0,45497,68786.52,254.52488687782807,0,1,0,1,0
4,2.0,1773,18,9148,29,2.5,325000.0,27678,46002.0,183.3051325437112,0,1,0,1,0
4,2.0,1946,58,6175,29,2.5,850000.0,195686,128882.16,436.7934224049332,1,0,0,0,0
4,2.0,1496,51,7670,29,2.5,525000.0,201355,88169.4,350.93582887700535,0,0,1,1,0
4,2.0,1572,35,6970,29,2.5,480000.0,198872,72949.8,305.3435114503817,0,1,0,1,0
4,2.0,1571,46,6511,29,2.5,992000.0,139065,116952.0,631.4449395289624,0,0,0,1,0
4,2.0,1450,54,10318,29,2.5,750375.0,75089,90225.96,517.5,0,0,1,1,0
4,2.0,1505,60,7000,29,2.5,909900.0,138980,112362.36,604.5847176079734,1,0,0,0,0
4,2.0,1719,20,8712,29,2.5,489000.0,82539,72145.92,284.46771378708553,0,1,0,0,0
4,2.0,1400,17,9583,29,2.5,359999.0,27678,46002.0,257.14214285714286,0,1,0,1,0
4,2.0,1688,63,6634,3,2.5,1199000.0,468594,78817.2,710.3080568720379,0,0,0,1,0
4,2.0,1707,1,22000,3,2.5,480000.0,91757,66035.64,281.195079086116,0,0,1,0,0
4,2.0,1671,30,7260,3,2.5,375000.0,31773,46908.84,224.4165170556553,0,0,1,0,0
4,2.0,1787,59,8712,3,2.5,600000.0,313041,83711.76,335.7582540570789,0,1,0,1,0
4,2.0,1738,51,10275,3,2.5,1400000.0,64299,166358.28,805.5235903337169,1,0,0,1,0
4,2.0,1342,52,6970,3,2.5,450000.0,198872,72949.8,335.3204172876304,0,1,0,0,0
4,2.0,2541,45,9375,3,2.5,1200000.0,137945,100566.84,472.25501770956316,1,0,0,1,0
4,2.0,1445,52,7195,3,2.5,595000.0,166892,73942.44,411.7647058823529,0,0,1,1,0
4,2.0,1301,73,6599,3,2.5,710000.0,106455,84068.16,545.7340507302075,0,0,0,0,0
4,2.0,1660,57,6000,3,2.5,1200000.0,195686,128882.16,722.8915662650602,1,0,0,0,0
4,2.0,1554,60,6784,3,2.5,736800.0,91255,75585.84,474.13127413127415,1,0,0,1,0
4,2.0,1863,71,9235,3,2.5,911000.0,37035,113564.88,488.99624261943103,0,0,0,1,0
4,2.0,1588,63,9771,3,2.5,805000.0,50855,109508.52,506.92695214105794,0,0,0,1,0
4,2.0,2634,7,15470,3,2.5,639900.0,155810,74383.32,242.93849658314352,0,0,0,1,0
4,2.0,1652,85,6614,3,2.5,1360000.0,104484,108323.16,823.2445520581114,0,0,0,0,0
4,2.0,1370,51,7098,3,2.5,815000.0,86400,98508.96,594.8905109489051,0,0,0,1,0
4,2.0,2116,64,8712,3,2.5,415000.0,82539,72145.92,196.12476370510396,0,1,0,1,0
4,2.0,1829,70,6552,3,2.5,810000.0,86400,98508.96,442.86495352651724,0,0,0,0,0
4,2.0,1494,21,5663,3,2.5,430000.0,71377,63709.8,287.81793842034807,0,1,0,1,0
4,2.0,1446,67,7278,3,2.5,710000.0,38455,62711.88,491.00968188105116,1,0,0,1,0
4,2.0,2193,61,6000,3,2.5,1000000.0,173853,82581.84,455.99635202918375,1,0,0,1,0
4,2.0,2097,55,11157,3,2.5,780000.0,75089,90225.96,371.9599427753934,0,0,1,1,0
4,2.0,1624,49,6525,3,2.5,1125000.0,42282,181507.92,692.7339901477833,0,0,0,0,0
4,2.0,1490,70,5408,3,2.5,865000.0,111133,61312.68,580.5369127516778,0,0,0,0,0
4,2.0,1630,66,6098,3,2.5,398000.0,159092,72590.76,244.17177914110428,0,0,0,1,0
4,2.0,1616,75,5990,3,2.5,710000.0,468594,78817.2,439.35643564356434,0,0,0,0,0
4,2.0,1880,62,10019,3,2.5,296000.0,20101,63888.0,157.4468085106383,0,1,0,1,0
4,2.0,2004,60,10324,3,2.5,880000.0,342973,83530.92,439.12175648702595,1,0,0,0,0
4,2.0,2327,59,11145,3,2.5,1490000.0,42282,181507.92,640.3094112591319,0,0,0,1,0
4,2.0,1746,65,9527,3,2.5,1395000.0,42282,181507.92,798.9690721649484,0,0,0,1,0
4,2.0,2094,55,12197,3,2.5,672500.0,313041,83711.76,321.1556829035339,0,1,0,1,0
4,2.0,1583,87,7782,3,2.5,720000.0,76411,68110.68,454.83259633607076,0,0,0,1,0
4,2.0,1488,61,10728,3,2.5,905000.0,137945,100566.84,608.1989247311828,1,0,0,1,0
4,2.0,1967,49,48600,3,2.5,399000.0,70561,72132.72,202.84697508896798,0,0,1,1,0
4,2.0,1421,63,7841,3,2.5,415000.0,198872,72949.8,292.0478536242083,0,1,0,0,0
4,2.0,1850,39,20038,3,2.5,615000.0,313041,83711.76,332.43243243243245,0,1,0,1,0
4,2.0,1962,92,6391,3,2.5,1100000.0,468594,78817.2,560.6523955147809,0,0,0,0,0
4,2.0,1547,32,7453,30,2.5,380000.0,159092,72590.76,245.63671622495153,0,0,0,0,0
4,2.0,1656,54,7950,30,2.5,1184900.0,30768,136361.28,715.5193236714975,1,0,0,0,0
4,2.0,1583,87,7782,30,2.5,540000.0,76411,68110.68,341.1244472520531,0,0,0,0,0
4,2.0,1672,67,7350,30,2.5,800000.0,342973,83530.92,478.4688995215311,1,0,0,0,0
4,2.0,1442,76,12995,30,2.5,1050000.0,44622,125249.52,728.1553398058253,0,0,0,1,0
4,2.0,1326,48,7841,30,2.5,635000.0,157395,109041.24,478.88386123680243,0,1,0,1,0
4,2.0,1192,75,4984,30,2.5,680000.0,63698,83142.84,570.4697986577181,0,0,0,0,0
4,2.0,2541,45,7012,30,2.5,1099000.0,137945,100566.84,432.5068870523416,1,0,0,0,0
4,2.0,2600,71,12393,31,2.5,750000.0,86400,98508.96,288.46153846153845,0,0,0,1,0
4,2.0,1701,53,7204,31,2.5,1100000.0,35562,108766.68,646.6784244562023,1,0,0,1,0
4,2.0,1316,63,8276,31,2.5,575000.0,313041,83711.76,436.93009118541033,0,1,0,0,0
4,2.0,1564,27,8700,31,2.5,575000.0,201355,88169.4,367.6470588235294,0,0,1,0,0
4,2.0,1780,48,6565,31,2.5,1399000.0,195686,128882.16,785.9550561797753,1,0,0,0,0
4,2.0,1997,18,9148,31,2.5,539900.0,33601,83941.44,270.3555332999499,0,1,0,1,0
4,2.0,1510,59,5166,31,2.5,614000.0,3862210,71505.72,406.6225165562914,0,0,0,0,0
4,2.0,1779,84,6682,31,2.5,1050000.0,104484,108323.16,590.2192242833053,0,0,0,0,0
4,2.0,2000,58,6014,31,2.5,935000.0,48748,121659.12,467.5,1,0,0,1,0
4,2.0,2102,43,9000,31,2.5,395000.0,9437,70688.64,187.9162702188392,0,0,1,1,0
4,2.0,1459,36,8112,31,2.5,485000.0,25228,63480.12,332.41946538725153,0,0,1,1,0
4,2.0,2388,45,22216,32,2.5,419950.0,155810,74383.32,175.85845896147404,0,0,0,1,0
4,2.0,1510,19,18000,32,2.5,400000.0,91757,66035.64,264.9006622516556,0,0,1,1,0
4,2.0,1367,68,7350,32,2.5,1080000.0,42282,181507.92,790.0512070226774,0,0,0,0,0
4,2.0,1303,76,5620,32,2.5,755000.0,3862210,71505.72,579.4320798158096,0,0,0,0,0
4,2.0,1721,58,6527,32,2.5,935000.0,173853,82581.84,543.2887855897734,1,0,0,0,0
4,2.0,2147,27,7342,32,2.5,582000.0,9437,70688.64,271.0759198882161,0,0,1,1,0
4,2.0,1400,60,5034,32,2.5,825000.0,80926,117031.2,589.2857142857143,0,0,0,0,0
4,2.0,1546,57,1860,32,2.5,1325000.0,84792,154482.0,857.0504527813713,1,0,0,1,0
4,2.0,1244,64,6360,32,2.5,875000.0,51860,115371.96,703.3762057877814,1,0,0,0,0
4,2.0,2078,10,7408,32,2.5,499900.0,155810,74383.32,240.56785370548604,0,0,0,1,0
4,2.0,1200,60,12330,32,2.5,616000.0,166892,73942.44,513.3333333333334,0,0,1,1,0
4,2.0,1424,59,9148,33,2.5,480000.0,313041,83711.76,337.07865168539325,0,1,0,0,0
4,2.0,1885,29,10016,33,2.5,530000.0,159092,72590.76,281.16710875331563,0,0,0,0,0
4,2.0,1661,57,5000,33,2.5,905000.0,48748,121659.12,544.8524984948826,1,0,0,1,0
4,2.0,1568,19,12900,33,2.5,305000.0,21083,70972.44,194.51530612244898,0,0,1,1,0
4,2.0,1261,40,7841,33,2.5,446000.0,198872,72949.8,353.6875495638382,0,1,0,0,0
4,2.0,1752,58,5400,33,2.5,898000.0,84400,75313.92,512.5570776255707,0,0,0,0,0
4,2.0,1880,36,6810,33,2.5,415000.0,159092,72590.76,220.74468085106383,0,0,0,1,0
4,2.0,1508,61,8211,33,2.5,1205000.0,57251,123598.2,799.0716180371353,0,0,0,1,0
4,2.0,1619,64,6100,33,2.5,883627.0,138980,112362.36,545.7856701667696,1,0,0,0,0
4,2.0,1120,46,9148,34,2.5,510000.0,104955,114540.36,455.35714285714283,0,1,0,1,0
4,2.0,1588,30,8142,34,2.5,476000.0,159092,72590.76,299.74811083123427,0,0,0,0,0
4,2.0,2033,2,5663,34,2.5,525000.0,81658,85048.92,258.23905558288243,0,1,0,1,0
4,2.0,1313,14,5227,34,2.5,315000.0,8912,35989.8,239.9086062452399,0,1,0,1,0
4,2.0,1320,52,5990,34,2.5,775000.0,49599,133213.08,587.1212121212121,0,0,0,0,0
4,2.0,1850,52,10925,34,2.5,930000.0,95246,146154.36,502.7027027027027,1,0,0,0,0
4,2.0,1872,50,8100,34,2.5,1350000.0,64299,166358.28,721.1538461538462,1,0,0,1,0
4,2.0,1368,60,6000,34,2.5,922000.0,195686,128882.16,673.9766081871345,1,0,0,1,0
4,2.0,1317,43,9772,34,2.5,455000.0,155810,74383.32,345.4821564160972,0,0,0,1,0
4,2.0,1716,50,6324,34,2.5,1335000.0,33861,136563.24,777.972027972028,1,0,0,1,0
4,2.0,1737,57,11059,34,2.5,1495000.0,8393,191539.92,860.6793321819229,0,0,0,0,0
4,2.0,1408,54,7794,34,2.5,360000.0,155810,74383.32,255.6818181818182,0,0,0,0,0
4,2.0,1300,35,48798,34,2.5,375000.0,159092,72590.76,288.46153846153845,0,0,0,1,0
4,2.0,1500,68,7020,34,2.5,949900.0,138980,112362.36,633.2666666666667,1,0,0,0,0
4,2.0,1389,33,5637,34,2.5,400000.0,159092,72590.76,287.97696184305255,0,0,0,0,0
4,2.0,1810,21,8108,35,2.5,429995.0,159092,72590.76,237.56629834254144,0,0,0,1,0
4,2.0,2088,59,6448,35,2.5,1200000.0,111635,101350.92,574.7126436781609,1,0,0,0,0
4,2.0,2139,59,6373,35,2.5,2799000.0,12830,223398.12,1308.5553997194952,0,0,0,1,0
4,2.0,1664,71,48052,35,2.5,510000.0,155810,74383.32,306.49038461538464,0,0,0,1,0
4,2.0,1248,48,8712,35,2.5,305000.0,27678,46002.0,244.39102564102564,0,1,0,1,0
4,2.0,1364,77,8656,35,2.5,750000.0,82191,96198.96,549.8533724340176,1,0,0,0,0
4,2.0,1980,61,11204,35,2.5,535000.0,54032,75922.44,270.2020202020202,0,0,1,1,0
4,2.0,1400,60,5034,35,2.5,825000.0,80926,117031.2,589.2857142857143,0,0,0,0,0
4,2.0,1920,99,8524,35,2.5,2195000.0,25914,141259.8,1143.2291666666667,0,0,0,0,0
4,2.0,1979,76,9501,35,2.5,1800000.0,3862210,71505.72,909.5502779181405,0,0,0,1,0
4,2.0,1762,22,16524,35,2.5,400000.0,91757,66035.64,227.01475595913735,0,0,1,1,0
4,2.0,1988,22,47659,35,2.5,470000.0,91757,66035.64,236.4185110663984,0,0,1,1,0
4,2.0,1480,74,7452,35,2.5,2075000.0,35534,234342.24,1402.027027027027,0,0,0,1,0
4,2.0,1617,52,4868,35,2.5,890000.0,91255,75585.84,550.4019789734075,1,0,0,1,0
4,2.0,2214,96,7841,35,2.5,739800.0,313041,83711.76,334.1463414634146,0,1,0,1,0
4,2.0,1703,47,8647,35,2.5,474000.0,159092,72590.76,278.33235466823254,0,0,0,1,0
4,2.0,1964,62,13712,35,2.5,998888.0,55179,107098.2,508.5987780040733,0,0,0,1,0
4,2.0,2041,20,13504,35,2.5,509900.0,7345,84724.2,249.828515433611,0,1,0,1,0
4,2.0,1642,57,5200,36,2.5,1050000.0,24477,121904.64,639.4640682095006,1,0,0,0,0
4,2.0,1482,45,20588,36,2.5,466950.0,159092,72590.76,315.08097165991904,0,0,0,1,0
4,2.0,1326,67,8577,36,2.5,615000.0,151142,66627.0,463.8009049773756,0,0,0,1,0
4,2.0,1045,37,3250,36,2.5,530000.0,3862210,71505.72,507.17703349282294,0,0,0,0,0
4,2.0,1478,67,6294,36,2.5,724900.0,47420,75412.92,490.46008119079835,0,0,0,0,0
4,2.0,1187,64,6360,36,2.5,795000.0,82191,96198.96,669.7556866048863,1,0,0,0,0
4,2.0,1540,51,4472,36,2.5,909500.0,78940,144442.32,590.5844155844156,1,0,0,1,0
4,2.0,2038,60,6300,36,2.5,820000.0,80926,117031.2,402.3552502453386,0,0,0,0,0
4,2.0,1584,46,14617,36,2.5,775000.0,76187,139802.52,489.2676767676768,0,0,1,1,0
4,2.0,1750,57,5625,36,2.5,469900.0,9437,70688.64,268.51428571428573,0,0,1,1,0
4,2.0,2056,48,8880,37,2.5,1750000.0,64673,149183.76,851.1673151750973,1,0,0,1,0
4,2.0,1457,20,26774,37,2.5,409000.0,70561,72132.72,280.71379547014413,0,0,1,1,0
4,2.0,1743,63,7412,37,2.5,1725000.0,13568,268278.12,989.6729776247848,0,0,0,1,0
4,2.0,1392,68,8326,37,2.5,385000.0,159092,72590.76,276.58045977011494,0,0,0,1,0
4,2.0,2189,59,8760,37,2.5,940000.0,40443,130606.08,429.419826404751,1,0,0,0,0
4,2.0,1288,60,6100,37,2.5,960000.0,195686,128882.16,745.3416149068323,1,0,0,1,0
4,2.0,1920,73,5080,37,2.5,859000.0,80926,117031.2,447.3958333333333,0,0,0,0,0
4,2.0,1934,56,13924,37,2.5,1530000.0,42282,181507.92,791.1065149948294,0,0,0,1,0
4,2.0,1763,122,6250,37,2.5,430000.0,3862210,71505.72,243.90243902439025,0,0,0,0,0
4,2.0,1707,50,7106,37,2.5,936000.0,20630,156648.36,548.3304042179262,0,0,0,1,0
4,2.0,1350,63,8712,37,2.5,575000.0,313041,83711.76,425.9259259259259,0,1,0,0,0
4,2.0,1605,1,21827,38,2.5,440000.0,11948,56002.32,274.14330218068534,0,0,0,0,0
4,2.0,1902,39,25600,38,2.5,410000.0,70561,72132.72,215.56256572029443,0,0,1,1,0
4,2.0,1660,55,5323,38,2.5,895000.0,20630,156648.36,539.156626506024,0,0,0,0,0
4,2.0,1568,70,5429,38,2.5,700000.0,106455,84068.16,446.42857142857144,0,0,0,1,0
4,2.0,1575,19,8276,38,2.5,410000.0,27678,46002.0,260.3174603174603,0,1,0,1,0
4,2.0,2430,20,6534,38,2.5,525000.0,39620,100067.88,216.0493827160494,0,1,0,0,0
4,2.0,2074,56,8806,38,2.5,1418900.0,42282,181507.92,684.1369334619094,0,0,0,1,0
4,2.0,1638,58,6976,38,2.5,775000.0,77521,69990.36,473.1379731379731,0,0,0,0,0
4,2.0,2278,99,7504,38,2.5,1891000.0,3862210,71505.72,830.1141352063213,0,0,0,1,0
4,2.0,1266,70,6411,38,2.5,700000.0,48429,96509.16,552.9225908372828,0,0,0,1,0
4,2.0,1204,69,6004,38,2.5,648000.0,40342,72798.0,538.2059800664451,0,0,0,0,0
4,2.0,1813,45,7073,39,2.5,431000.0,159092,72590.76,237.72752344180915,0,0,0,1,0
4,2.0,2030,18,6956,39,2.5,510000.0,155810,74383.32,251.23152709359607,0,0,0,0,0
4,2.0,2166,72,8660,39,2.5,1900000.0,147181,124181.64,877.1929824561404,0,0,0,1,0
4,2.0,1475,16,6850,39,2.5,430000.0,213044,53202.6,291.52542372881356,0,0,1,0,0
4,2.0,1642,58,5000,39,2.5,972000.0,48748,121659.12,591.9610231425091,1,0,0,0,0
4,2.0,1968,49,6330,39,2.5,390000.0,159092,72590.76,198.17073170731706,0,0,0,1,0
4,2.0,1560,58,6925,39,2.5,985000.0,20630,156648.36,631.4102564102565,0,0,0,0,0
4,2.0,1316,50,7200,39,2.5,640000.0,80810,103392.96,486.322188449848,0,0,1,1,0
4,2.0,1418,63,6887,39,2.5,1150000.0,111635,101350.92,811.0014104372356,1,0,0,0,0
4,2.0,2159,57,7200,39,2.5,934000.0,78940,144442.32,432.60768874478924,1,0,0,0,0
4,2.0,1866,84,5000,39,2.5,1455000.0,39353,131815.2,779.7427652733119,0,0,0,0,0
4,2.0,1508,57,3187,39,2.5,660000.0,92475,101636.04,437.6657824933687,0,0,0,0,0
4,2.0,1372,55,6600,39,2.5,194000.0,23110,64649.64,141.39941690962098,0,0,1,1,0
4,2.0,1648,69,8427,4,2.5,782000.0,48429,96509.16,474.5145631067961,0,0,0,0,0
4,2.0,1192,68,6031,4,2.5,522000.0,40342,72798.0,437.91946308724835,0,0,0,1,0
4,2.0,1352,51,7171,4,2.5,675000.0,80810,103392.96,499.2603550295858,0,0,1,1,0
4,2.0,1485,66,6016,4,2.5,1350000.0,111635,101350.92,909.0909090909091,1,0,0,1,0
4,2.0,1953,67,5916,4,2.5,865000.0,86400,98508.96,442.90834613415257,0,0,0,0,0
4,2.0,1880,20,6888,4,2.5,495000.0,159092,72590.76,263.29787234042556,0,0,0,0,0
4,2.0,1759,36,9059,4,2.5,435000.0,155810,74383.32,247.2996020466174,0,0,0,1,0
4,2.0,1977,82,18237,4,2.5,2800000.0,13568,268278.12,1416.2873039959534,0,0,0,1,0
4,2.0,1714,68,5200,4,2.5,885000.0,59682,71716.92,516.3360560093349,0,0,0,1,0
4,2.0,1481,37,6552,4,2.5,750000.0,75089,90225.96,506.41458474004054,0,0,1,1,0
4,2.0,1494,62,6208,4,2.5,730000.0,331266,66666.6,488.62115127175366,1,0,0,0,0
4,2.0,1498,55,6001,4,2.5,447000.0,159092,72590.76,298.3978638184246,0,0,0,0,0
4,2.0,1599,50,7254,4,2.5,678000.0,80810,103392.96,424.01500938086303,0,0,1,1,0
4,2.0,1760,46,27878,4,2.5,875000.0,104955,114540.36,497.15909090909093,0,1,0,1,0
4,2.0,1531,38,7841,4,2.5,606000.0,104955,114540.36,395.8197256694971,0,1,0,1,0
4,2.0,2211,74,6375,4,2.5,2810000.0,84792,154482.0,1270.9181365897784,1,0,0,0,0
4,2.0,1855,27,5900,4,2.5,830000.0,170170,116858.28,447.43935309973045,0,0,1,1,0
4,2.0,1860,7,12632,4,2.5,610000.0,81658,85048.92,327.9569892473118,0,1,0,1,0
4,2.0,2452,59,6430,4,2.5,1444760.0,147181,124181.64,589.2169657422512,0,0,0,1,0
4,2.0,1886,3,6647,4,2.5,520000.0,159092,72590.76,275.7158006362672,0,0,0,1,0
4,2.0,1432,68,11900,4,2.5,745000.0,166892,73942.44,520.2513966480446,0,0,1,0,0
4,2.0,1485,64,7317,4,2.5,862000.0,342973,83530.92,580.4713804713805,1,0,0,1,0
4,2.0,1564,14,8276,4,2.5,579900.0,33601,83941.44,370.78005115089513,0,1,0,1,0
4,2.0,1642,57,5800,4,2.5,1000000.0,24477,121904.64,609.0133982947625,1,0,0,1,0
4,2.0,2046,62,15551,4,2.5,960000.0,86400,98508.96,469.208211143695,0,0,0,1,0
4,2.0,1399,69,5461,4,2.5,850000.0,468594,78817.2,607.5768406004289,0,0,0,1,0
4,2.0,1423,45,7632,4,2.5,425000.0,69787,112838.88,298.6647926914968,0,0,1,0,0
4,2.0,1242,26,8276,4,2.5,410000.0,81203,55207.68,330.1127214170692,0,1,0,1,0
4,2.0,1435,52,3600,4,2.5,885000.0,35562,108766.68,616.7247386759582,1,0,0,1,0
4,2.0,1818,58,7224,4,2.5,1255000.0,56440,123185.04,690.3190319031903,1,0,0,1,0
4,2.0,1510,59,5227,4,2.5,509000.0,313041,83711.76,337.0860927152318,0,1,0,1,0
4,2.0,1983,48,8840,4,2.5,955000.0,49038,119718.72,481.5935451336359,0,0,0,1,0
4,2.0,1660,31,6645,4,2.5,420000.0,159092,72590.76,253.0120481927711,0,0,0,1,0
4,2.0,2142,48,10368,4,2.5,785000.0,69787,112838.88,366.4799253034547,0,0,1,1,0
4,2.0,1690,73,5179,4,2.5,895000.0,468594,78817.2,529.5857988165681,0,0,0,0,0
4,2.0,2052,73,7388,4,2.5,1222222.0,468594,78817.2,595.6247563352827,0,0,0,1,0
4,2.0,1936,47,7500,4,2.5,925000.0,51860,115371.96,477.7892561983471,1,0,0,0,0
4,2.0,1663,58,5723,4,2.5,912500.0,15791,118905.6,548.7071557426337,1,0,0,1,0
4,2.0,1740,122,6508,4,2.5,700000.0,3862210,71505.72,402.2988505747126,0,0,0,0,0
4,2.0,1444,69,6283,4,2.5,818000.0,137945,100566.84,566.4819944598338,1,0,0,0,0
4,2.0,1228,68,6630,4,2.5,445000.0,69787,112838.88,362.3778501628664,0,0,1,0,0
4,2.0,1649,38,8400,4,2.5,580000.0,101367,69425.4,351.728320194057,0,0,1,1,0
4,2.0,1579,83,4748,4,2.5,671500.0,3862210,71505.72,425.2691576947435,0,0,0,0,0
4,2.0,1380,77,5468,4,2.5,799000.0,3862210,71505.72,578.9855072463768,0,0,0,1,0
4,2.0,2819,75,7352,4,2.5,1454136.0,57251,123598.2,515.8339836821568,0,0,0,1,0
4,2.0,1618,48,7000,4,2.5,900000.0,138980,112362.36,556.2422744128554,1,0,0,0,0
4,2.0,1919,57,7259,4,2.5,975000.0,95246,146154.36,508.07712350182385,1,0,0,0,0
4,2.0,1205,69,9626,4,2.5,600000.0,40342,72798.0,497.9253112033195,0,0,0,1,0
4,2.0,1659,32,8276,4,2.5,505000.0,38774,106224.36,304.40024110910184,0,1,0,0,0
4,2.0,1538,55,8480,4,2.5,950000.0,78940,144442.32,617.6853055916775,1,0,0,1,0
4,2.0,1430,73,5001,4,2.5,779900.0,80926,117031.2,545.3846153846154,0,0,0,0,0
4,2.0,1512,107,6042,4,2.5,569000.0,3862210,71505.72,376.32275132275134,0,0,0,0,0
4,2.0,2200,59,11751,4,2.5,897500.0,33896,121624.8,407.95454545454544,0,0,0,1,0
4,2.0,1668,63,7575,4,2.5,1013000.0,331266,66666.6,607.3141486810551,1,0,0,0,0
4,2.0,2350,30,20423,4,2.5,510000.0,155810,74383.32,217.0212765957447,0,0,0,1,0
4,2.0,1570,70,6304,4,2.5,760000.0,40342,72798.0,484.07643312101914,0,0,0,1,0
4,2.0,1635,50,9048,4,2.5,874000.0,33896,121624.8,534.5565749235474,0,0,0,0,0
4,2.0,1977,57,6203,40,2.5,790000.0,86400,98508.96,399.5953464845726,0,0,0,0,0
4,2.0,1200,65,7300,40,2.5,420000.0,101367,69425.4,350.0,0,0,1,1,0
4,2.0,1961,25,9583,40,2.5,605000.0,56243,86928.6,308.51606323304435,0,1,0,0,0
4,2.0,2142,46,8890,40,2.5,735000.0,75089,90225.96,343.1372549019608,0,0,1,1,0
4,2.0,2497,90,5999,40,2.5,1635000.0,3862210,71505.72,654.7857428914698,0,0,0,0,0
4,2.0,1350,60,7560,40,2.5,590000.0,75089,90225.96,437.037037037037,0,0,1,0,0
4,2.0,1955,69,6519,40,2.5,708000.0,151142,66627.0,362.14833759590795,0,0,0,0,0
